# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.6 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2024-04-01T00:00:00.0
# Date end (ISO 8601): 2025-04-01T00:00:00.0
# Latitude (positive North, ISO 19115): 27.8974
# Longitude (positive East, ISO 19115): 78.0880
# Altitude (m): 191.00
# Time reference: True Solar Time (TST)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-04-25
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI/DNI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2024-04-07T13:00:00.0/2024-04-07T14:00:00.0;1176.8420;931.7247;745.1574;186.5673;860.4725
2024-04-07T14:00:00.0/2024-04-07T15:00:00.0;1021.7390;783.9772;601.0250;182.9523;798.7369
2024-04-07T15:00:00.0/2024-04-07T16:00:00.0;802.3699;583.5271;420.0060;163.5211;708.6677
2024-04-07T16:00:00.0/2024-04-07T17:00:00.0;533.7050;347.0511;218.0714;128.9798;545.6687
2024-04-07T17:00:00.0/2024-04-07T18:00:00.0;234.0716;115.1752;49.0621;66.1131;242.6965
2024-04-07T18:00:00.0/2024-04-07T19:00:00.0;9.9841;2.6922;0.1907;2.5015;4.2181
2024-04-07T19:00:00.0/2024-04-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-07T20:00:00.0/2024-04-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-07T21:00:00.0/2024-04-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-07T22:00:00.0/2024-04-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-07T23:00:00.0/2024-04-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T00:00:00.0/2024-04-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T01:00:00.0/2024-04-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T02:00:00.0/2024-04-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T03:00:00.0/2024-04-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T04:00:00.0/2024-04-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T05:00:00.0/2024-04-08T06:00:00.0;10.5312;3.0508;0.4688;2.5821;10.2292
2024-04-08T06:00:00.0/2024-04-08T07:00:00.0;236.1571;123.4342;64.5641;58.8702;327.4933
2024-04-08T07:00:00.0/2024-04-08T08:00:00.0;535.8492;357.0680;243.9108;113.1572;610.4049
2024-04-08T08:00:00.0/2024-04-08T09:00:00.0;804.5336;588.0499;437.5472;150.5027;737.1594
2024-04-08T09:00:00.0/2024-04-08T10:00:00.0;1023.9141;779.7167;595.4920;184.2247;789.8588
2024-04-08T10:00:00.0/2024-04-08T11:00:00.0;1179.0564;915.6606;703.0405;212.6201;810.2532
2024-04-08T11:00:00.0/2024-04-08T12:00:00.0;1259.4054;984.8126;754.3490;230.4636;813.9750
2024-04-08T12:00:00.0/2024-04-08T13:00:00.0;1259.5050;981.5870;746.5686;235.0185;805.4484
2024-04-08T13:00:00.0/2024-04-08T14:00:00.0;1179.3695;904.9155;673.4234;231.4922;775.5747
2024-04-08T14:00:00.0/2024-04-08T15:00:00.0;1024.4818;762.3625;546.5871;215.7755;724.0748
2024-04-08T15:00:00.0/2024-04-08T16:00:00.0;805.4192;567.4543;382.9952;184.4591;643.3995
2024-04-08T16:00:00.0/2024-04-08T17:00:00.0;537.1308;337.2677;198.8217;138.4460;494.0934
2024-04-08T17:00:00.0/2024-04-08T18:00:00.0;237.9184;112.7022;45.3298;67.3724;221.9362
2024-04-08T18:00:00.0/2024-04-08T19:00:00.0;11.0790;2.9172;0.2419;2.6753;5.2445
2024-04-08T19:00:00.0/2024-04-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T20:00:00.0/2024-04-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T21:00:00.0/2024-04-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T22:00:00.0/2024-04-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-08T23:00:00.0/2024-04-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T00:00:00.0/2024-04-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T01:00:00.0/2024-04-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T02:00:00.0/2024-04-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T03:00:00.0/2024-04-09T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T04:00:00.0/2024-04-09T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T05:00:00.0/2024-04-09T06:00:00.0;11.6221;3.1144;0.3168;2.7976;6.6346
2024-04-09T06:00:00.0/2024-04-09T07:00:00.0;239.9841;116.6642;52.1880;64.4762;255.5047
2024-04-09T07:00:00.0/2024-04-09T08:00:00.0;539.2457;345.0022;219.7822;125.2200;544.3533
2024-04-09T08:00:00.0/2024-04-09T09:00:00.0;807.5432;575.6066;415.2825;160.3242;695.9266
2024-04-09T09:00:00.0/2024-04-09T10:00:00.0;1026.6067;767.9205;582.8237;185.0968;770.2776
2024-04-09T10:00:00.0/2024-04-09T11:00:00.0;1181.5237;905.0371;703.4367;201.6004;808.4156
2024-04-09T11:00:00.0/2024-04-09T12:00:00.0;1261.7544;975.6876;762.4261;213.2615;820.6912
2024-04-09T12:00:00.0/2024-04-09T13:00:00.0;1261.8511;974.2352;752.0632;222.1719;809.3953
2024-04-09T13:00:00.0/2024-04-09T14:00:00.0;1181.8282;900.2247;677.0186;223.2061;777.6434
2024-04-09T14:00:00.0/2024-04-09T15:00:00.0;1027.1614;760.2488;547.6203;212.6285;723.0165
2024-04-09T15:00:00.0/2024-04-09T16:00:00.0;808.4125;566.1887;378.7610;187.4277;633.3005
2024-04-09T16:00:00.0/2024-04-09T17:00:00.0;540.5098;335.4350;192.9815;142.4535;475.6751
2024-04-09T17:00:00.0/2024-04-09T18:00:00.0;241.7285;111.6588;42.6655;68.9932;205.5921
2024-04-09T18:00:00.0/2024-04-09T19:00:00.0;12.1640;3.1458;0.2631;2.8827;5.5647
2024-04-09T19:00:00.0/2024-04-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T20:00:00.0/2024-04-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T21:00:00.0/2024-04-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T22:00:00.0/2024-04-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-09T23:00:00.0/2024-04-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T00:00:00.0/2024-04-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T01:00:00.0/2024-04-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T02:00:00.0/2024-04-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T03:00:00.0/2024-04-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T04:00:00.0/2024-04-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T05:00:00.0/2024-04-10T06:00:00.0;12.7576;3.2768;0.2716;3.0052;5.5154
2024-04-10T06:00:00.0/2024-04-10T07:00:00.0;243.7738;111.3516;42.5270;68.8246;204.0257
2024-04-10T07:00:00.0/2024-04-10T08:00:00.0;542.5944;331.4790;187.7580;143.7211;461.0742
2024-04-10T08:00:00.0/2024-04-10T09:00:00.0;810.4955;559.4540;366.4049;193.0492;610.9117
2024-04-10T09:00:00.0/2024-04-10T10:00:00.0;1029.2343;752.8571;527.1897;225.6674;694.3669
2024-04-10T10:00:00.0/2024-04-10T11:00:00.0;1183.9202;891.4988;645.2770;246.2218;739.5847
2024-04-10T11:00:00.0/2024-04-10T12:00:00.0;1264.0297;962.4958;702.5246;259.9712;754.4227
2024-04-10T12:00:00.0/2024-04-10T13:00:00.0;1264.1230;959.0920;688.7787;270.3133;739.5117
2024-04-10T13:00:00.0/2024-04-10T14:00:00.0;1184.2155;882.8066;612.2078;270.5988;701.2732
2024-04-10T14:00:00.0/2024-04-10T15:00:00.0;1029.7747;740.0485;483.7484;256.3000;636.4019
2024-04-10T15:00:00.0/2024-04-10T16:00:00.0;811.3474;543.8240;322.0339;221.7901;535.5065
2024-04-10T16:00:00.0/2024-04-10T17:00:00.0;543.8398;315.7640;153.3091;162.4549;373.7998
2024-04-10T17:00:00.0/2024-04-10T18:00:00.0;245.5005;103.6520;30.6499;73.0022;144.3742
2024-04-10T18:00:00.0/2024-04-10T19:00:00.0;13.3609;3.2473;0.1833;3.0640;3.6051
2024-04-10T19:00:00.0/2024-04-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T20:00:00.0/2024-04-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T21:00:00.0/2024-04-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T22:00:00.0/2024-04-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-10T23:00:00.0/2024-04-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T00:00:00.0/2024-04-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T01:00:00.0/2024-04-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T02:00:00.0/2024-04-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T03:00:00.0/2024-04-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T04:00:00.0/2024-04-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T05:00:00.0/2024-04-11T06:00:00.0;13.9520;3.4623;0.2276;3.2347;4.4666
2024-04-11T06:00:00.0/2024-04-11T07:00:00.0;247.5247;106.2787;33.4510;72.8277;157.6197
2024-04-11T07:00:00.0/2024-04-11T08:00:00.0;545.8937;318.1936;156.7658;161.4278;381.4543
2024-04-11T08:00:00.0/2024-04-11T09:00:00.0;813.3889;542.9483;317.9312;225.0171;527.5530
2024-04-11T09:00:00.0/2024-04-11T10:00:00.0;1031.7953;734.5920;465.8231;268.7690;611.5314
2024-04-11T10:00:00.0/2024-04-11T11:00:00.0;1186.2450;871.8495;575.8517;295.9977;658.3071
2024-04-11T11:00:00.0/2024-04-11T12:00:00.0;1266.2306;942.0733;630.5581;311.5152;675.5603
2024-04-11T12:00:00.0/2024-04-11T13:00:00.0;1266.3212;939.2801;622.0109;317.2692;666.2911
2024-04-11T13:00:00.0/2024-04-11T14:00:00.0;1186.5319;863.8412;553.8994;309.9418;632.8799
2024-04-11T14:00:00.0/2024-04-11T15:00:00.0;1032.3225;724.0719;440.7617;283.3102;578.2805
2024-04-11T15:00:00.0/2024-04-11T16:00:00.0;814.2244;534.7004;300.7804;233.9199;498.4415
2024-04-11T16:00:00.0/2024-04-11T17:00:00.0;547.1211;313.6526;147.8644;165.7882;358.9936
2024-04-11T17:00:00.0/2024-04-11T18:00:00.0;249.2338;105.0035;31.0679;73.9356;143.9396
2024-04-11T18:00:00.0/2024-04-11T19:00:00.0;14.5456;3.5261;0.1928;3.3333;3.6803
2024-04-11T19:00:00.0/2024-04-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T20:00:00.0/2024-04-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T21:00:00.0/2024-04-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T22:00:00.0/2024-04-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-11T23:00:00.0/2024-04-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T00:00:00.0/2024-04-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T01:00:00.0/2024-04-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T02:00:00.0/2024-04-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T03:00:00.0/2024-04-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T04:00:00.0/2024-04-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T05:00:00.0/2024-04-12T06:00:00.0;15.1850;3.5930;0.1888;3.4041;3.5703
2024-04-12T06:00:00.0/2024-04-12T07:00:00.0;251.2366;101.5995;27.3589;74.2406;126.5319
2024-04-12T07:00:00.0/2024-04-12T08:00:00.0;549.1447;304.6107;134.2978;170.3128;324.0917
2024-04-12T08:00:00.0/2024-04-12T09:00:00.0;816.2258;526.0858;284.0479;242.0379;468.7993
2024-04-12T09:00:00.0/2024-04-12T10:00:00.0;1034.2931;721.1057;434.8624;286.2433;568.8703
2024-04-12T10:00:00.0/2024-04-12T11:00:00.0;1188.5018;863.3074;553.9012;309.4062;631.5093
2024-04-12T11:00:00.0/2024-04-12T12:00:00.0;1268.3611;938.5193;620.8655;317.6539;663.6425
2024-04-12T12:00:00.0/2024-04-12T13:00:00.0;1268.4487;939.8398;624.6826;315.1572;667.6840
2024-04-12T13:00:00.0/2024-04-12T14:00:00.0;1188.7802;868.7274;568.0187;300.7087;647.5344
2024-04-12T14:00:00.0/2024-04-12T15:00:00.0;1034.8071;726.0789;446.5004;279.5785;583.3206
2024-04-12T15:00:00.0/2024-04-12T16:00:00.0;817.0448;520.5415;273.6925;246.8490;450.2328
2024-04-12T16:00:00.0/2024-04-12T17:00:00.0;550.3540;290.6009;114.3573;176.2435;273.2242
2024-04-12T17:00:00.0/2024-04-12T18:00:00.0;252.9276;93.2420;19.5462;73.6959;89.1927
2024-04-12T18:00:00.0/2024-04-12T19:00:00.0;15.8283;3.4741;0.1282;3.3460;2.3397
2024-04-12T19:00:00.0/2024-04-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T20:00:00.0/2024-04-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T21:00:00.0/2024-04-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T22:00:00.0/2024-04-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-12T23:00:00.0/2024-04-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T00:00:00.0/2024-04-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T01:00:00.0/2024-04-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T02:00:00.0/2024-04-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T03:00:00.0/2024-04-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T04:00:00.0/2024-04-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T05:00:00.0/2024-04-13T06:00:00.0;16.4559;3.8876;0.2085;3.6792;3.7351
2024-04-13T06:00:00.0/2024-04-13T07:00:00.0;254.9086;102.6322;27.6771;74.9550;126.5329
2024-04-13T07:00:00.0/2024-04-13T08:00:00.0;552.3469;306.0458;135.8582;170.1877;325.6487
2024-04-13T08:00:00.0/2024-04-13T09:00:00.0;819.0059;526.0564;284.5424;241.5140;468.1879
2024-04-13T09:00:00.0/2024-04-13T10:00:00.0;1036.7275;713.4695;420.5901;292.8794;548.8558
2024-04-13T10:00:00.0/2024-04-13T11:00:00.0;1190.6908;847.7299;520.5099;327.2199;592.1446
2024-04-13T11:00:00.0/2024-04-13T12:00:00.0;1270.4214;916.2118;569.1402;347.0716;607.0550
2024-04-13T12:00:00.0/2024-04-13T13:00:00.0;1270.5062;913.0023;559.7291;353.2731;596.9096
2024-04-13T13:00:00.0/2024-04-13T14:00:00.0;1190.9608;837.9774;494.5555;343.4218;562.2785
2024-04-13T14:00:00.0/2024-04-13T15:00:00.0;1037.2286;697.2670;382.8771;314.3899;498.9462
2024-04-13T15:00:00.0/2024-04-13T16:00:00.0;819.8084;504.6551;243.2978;261.3573;399.1093
2024-04-13T16:00:00.0/2024-04-13T17:00:00.0;553.5378;287.2022;107.8051;179.3971;256.8582
2024-04-13T17:00:00.0/2024-04-13T18:00:00.0;256.5811;95.3015;20.2137;75.0878;91.5711
2024-04-13T18:00:00.0/2024-04-13T19:00:00.0;17.1299;3.8292;0.1491;3.6800;2.6225
2024-04-13T19:00:00.0/2024-04-13T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T20:00:00.0/2024-04-13T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T21:00:00.0/2024-04-13T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T22:00:00.0/2024-04-13T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-13T23:00:00.0/2024-04-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T00:00:00.0/2024-04-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T01:00:00.0/2024-04-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T02:00:00.0/2024-04-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T03:00:00.0/2024-04-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T04:00:00.0/2024-04-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T05:00:00.0/2024-04-14T06:00:00.0;17.7694;3.9950;0.1508;3.8442;2.5851
2024-04-14T06:00:00.0/2024-04-14T07:00:00.0;258.5396;95.4527;19.2007;76.2520;86.8276
2024-04-14T07:00:00.0/2024-04-14T08:00:00.0;555.4991;281.0063;93.9241;187.0822;223.6674
2024-04-14T08:00:00.0/2024-04-14T09:00:00.0;821.7278;489.4727;204.1849;285.2878;334.0140
2024-04-14T09:00:00.0/2024-04-14T10:00:00.0;1039.0970;676.5482;322.6337;353.9145;419.4802
2024-04-14T10:00:00.0/2024-04-14T11:00:00.0;1192.8098;813.1366;416.9244;396.2122;473.0544
2024-04-14T11:00:00.0/2024-04-14T12:00:00.0;1272.4092;885.0167;470.1897;414.8269;500.4032
2024-04-14T12:00:00.0/2024-04-14T13:00:00.0;1272.4907;886.0863;475.0619;411.0244;505.5711
2024-04-14T13:00:00.0/2024-04-14T14:00:00.0;1193.0707;815.7503;428.4354;387.3150;486.0381
2024-04-14T14:00:00.0/2024-04-14T15:00:00.0;1039.5840;679.8129;336.0329;343.7799;436.6882
2024-04-14T15:00:00.0/2024-04-14T16:00:00.0;822.5126;491.8632;213.7806;278.0826;349.3217
2024-04-14T16:00:00.0/2024-04-14T17:00:00.0;556.6706;280.3560;94.3330;186.0230;223.3068
2024-04-14T17:00:00.0/2024-04-14T18:00:00.0;260.1928;93.5616;17.1053;76.4562;75.6410
2024-04-14T18:00:00.0/2024-04-14T19:00:00.0;18.4625;3.9832;0.1086;3.8745;1.7911
2024-04-14T19:00:00.0/2024-04-14T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T20:00:00.0/2024-04-14T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T21:00:00.0/2024-04-14T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T22:00:00.0/2024-04-14T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-14T23:00:00.0/2024-04-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T00:00:00.0/2024-04-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T01:00:00.0/2024-04-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T02:00:00.0/2024-04-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T03:00:00.0/2024-04-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T04:00:00.0/2024-04-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T05:00:00.0/2024-04-15T06:00:00.0;19.1340;4.6071;0.2084;4.3987;3.4899
2024-04-15T06:00:00.0/2024-04-15T07:00:00.0;262.1286;106.8594;27.7772;79.0822;122.9885
2024-04-15T07:00:00.0/2024-04-15T08:00:00.0;558.6002;312.5777;140.0342;172.5436;331.3189
2024-04-15T08:00:00.0/2024-04-15T09:00:00.0;824.3907;532.2188;296.4026;235.8162;483.9536
2024-04-15T09:00:00.0/2024-04-15T10:00:00.0;1041.4012;717.6235;438.0542;279.5693;568.4218
2024-04-15T10:00:00.0/2024-04-15T11:00:00.0;1194.8594;850.5685;543.2025;307.3661;615.0856
2024-04-15T11:00:00.0/2024-04-15T12:00:00.0;1274.3253;919.0331;597.2801;321.7530;634.3828
2024-04-15T12:00:00.0/2024-04-15T13:00:00.0;1274.4041;917.0957;592.8993;324.1964;629.6512
2024-04-15T13:00:00.0/2024-04-15T14:00:00.0;1195.1119;844.8542;530.6429;314.2114;600.6033
2024-04-15T14:00:00.0/2024-04-15T15:00:00.0;1041.8752;708.8665;419.8206;289.0459;544.2983
2024-04-15T15:00:00.0/2024-04-15T16:00:00.0;825.1591;522.2495;277.8216;244.4279;452.8330
2024-04-15T16:00:00.0/2024-04-15T17:00:00.0;559.7531;306.0366;130.3307;175.7059;307.5795
2024-04-15T17:00:00.0/2024-04-15T18:00:00.0;263.7625;105.4345;25.4178;80.0167;111.6100
2024-04-15T18:00:00.0/2024-04-15T19:00:00.0;19.8591;4.7825;0.1967;4.5858;3.2604
2024-04-15T19:00:00.0/2024-04-15T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T20:00:00.0/2024-04-15T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T21:00:00.0/2024-04-15T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T22:00:00.0/2024-04-15T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-15T23:00:00.0/2024-04-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T00:00:00.0/2024-04-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T01:00:00.0/2024-04-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T02:00:00.0/2024-04-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T03:00:00.0/2024-04-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T04:00:00.0/2024-04-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T05:00:00.0/2024-04-16T06:00:00.0;20.5329;5.1720;0.2986;4.8734;4.9522
2024-04-16T06:00:00.0/2024-04-16T07:00:00.0;265.6752;113.9668;35.2905;78.6763;155.4068
2024-04-16T07:00:00.0/2024-04-16T08:00:00.0;561.6512;324.8938;162.7786;162.1152;384.0985
2024-04-16T08:00:00.0/2024-04-16T09:00:00.0;826.9967;545.0142;325.6942;219.3200;530.2153
2024-04-16T09:00:00.0/2024-04-16T10:00:00.0;1043.6431;731.3537;470.7900;260.5637;609.3939
2024-04-16T10:00:00.0/2024-04-16T11:00:00.0;1196.8424;865.0797;576.0649;289.0148;650.9053
2024-04-16T11:00:00.0/2024-04-16T12:00:00.0;1276.1730;933.4584;625.1296;308.3288;662.6570
2024-04-16T12:00:00.0/2024-04-16T13:00:00.0;1276.2489;929.7946;609.2266;320.5680;645.6595
2024-04-16T13:00:00.0/2024-04-16T14:00:00.0;1197.0868;854.8497;537.5487;317.3009;607.0095
2024-04-16T14:00:00.0/2024-04-16T15:00:00.0;1044.1041;715.3150;420.0011;295.3139;542.9694
2024-04-16T15:00:00.0/2024-04-16T16:00:00.0;827.7485;525.0232;273.9354;251.0878;444.6263
2024-04-16T16:00:00.0/2024-04-16T17:00:00.0;562.7853;305.6726;124.4854;181.1872;291.3849
2024-04-16T17:00:00.0/2024-04-16T18:00:00.0;267.2895;104.5417;22.0638;82.4778;94.1251
2024-04-16T18:00:00.0/2024-04-16T19:00:00.0;21.2586;5.0070;0.1401;4.8668;2.3126
2024-04-16T19:00:00.0/2024-04-16T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T20:00:00.0/2024-04-16T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T21:00:00.0/2024-04-16T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T22:00:00.0/2024-04-16T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-16T23:00:00.0/2024-04-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T00:00:00.0/2024-04-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T01:00:00.0/2024-04-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T02:00:00.0/2024-04-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T03:00:00.0/2024-04-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T04:00:00.0/2024-04-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2024-04-17T05:00:00.0/2024-04-17T06:00:00.0;21.9651;6.8897;1.1876;5.7021;18.7102
2024-04-17T06:00:00.0/2024-04-17T07:00:00.0;269.1786;143.8813;74.6189;69.2624;338.5058
